,City ID,City Name,Country,Latitude,Longitude,Temp,Humidity,Clouds,Winds
378,3832899,coahuayana,MX,18.73,-103.68,69.8,73,75,8.05
379,3832899,salihorsk,BY,52.79,27.54,30.27,98,0,6.55
380,3832899,saint-georges,GD,12.06,-61.75,77.0,94,20,9.17
381,3832899,do gonbadan,IR,30.36,50.8,44.6,87,0,0.45
382,3832899,prieska,ZA,-29.66,22.75,83.16,34,86,7.43
383,3832899,bridlington,GB,54.08,-0.19,39.06,93,77,8.05
384,3832899,kutum,SD,14.2,24.67,60.22,33,18,3.58
385,3832899,sokoni,TZ,-6.43,39.55,79.95,83,40,13.87
386,3832899,loandjili,CG,-4.76,11.86,76.32,86,100,1.1
387,3832899,fortuna,US,40.6,-124.16,51.39,100,90,3.22
388,3832899,victoria,HK,22.29,114.16,64.09,57,100,8.61
389,3832899,port macquarie,AU,-31.43,152.92,71.6,100,75,6.93
390,3832899,zenzeli,RU,45.92,47.05,26.26,94,97,14.58
391,3832899,jalu,LY,29.03,21.55,52.23,78,0,8.46
392,3832899,bereda,ES,43.27,-7.54,54.99,98,100,13.0
393,3832899,huilong,CN,31.81,121.66,45.43,54,0,0.96
394,3832899,marion,US,39.77,-86.16,36.39,83,40,9.17
